baseline_presacc_mean,baseline_presacc_STD,baseline_presacc_raw_mean,baseline_presacc_raw_STD,max_visual,mean_visual,max_memory,mean_memory,max_visual_raw,mean_visual_raw,max_raw_memory,mean_memory_raw,Visual_response_STDFromMean,memRespSTDfromMean,above_mean+SD_visual_response,above_mean+SD_memory_response,last_baseline_mean,first_memory_mean,TaskType,baseline_max_raw,visual_response_strength,memory_response_strength,memory_presacc_raw_mean,visual_presacc_raw_mean,baseline_raw_mean,memory_latency,visual_latency,memory_raw_latency,visual_raw_latency,visual_vs_memory_ttest,baseline_vs_memory_ttest,baseline_presacc_max,baseline_max,memory_presacc_max,memory_max,visual_presacc_max,visual_max,baseline_presacc_mean_narrow,baseline_mean,memory_presacc_mean_narrow,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ranksum,memory_response_BC,baseline_presacc_max_raw,memory_presacc_max_raw,baseline_presacc_max_narrow,baseline_max_narrow,memory_presacc_mean_psth,memory_mean_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_vs_memory_ttest_from_mean,visual_vs_baseline_ttest,memory_vs_baseline_ttest,visual_vs_memory_ztest,visual_vs_baseline_ztest,memory_vs_baseline_ztest,visual_vs_memory_ttest_h,visual_vs_baseline_ttest_h,memory_vs_baseline_ttest_h,memory_vs_presacc_baseline_ztest,last_baseline_max,first_memory_max,last_baseline_median,first_memory_median,baseline_presacc_median,baseline_median,memory_presacc_median,memory_median,visual_presacc_median,visual_median,memory_vs_baseline_median_ztest,memory_vs_baseline_median_kstest,baseline_modulation_perisacc_max_ranksum,memory_vs_baseline_median_ztest2,baseline_modulation_median,median_visual_response_BC,baseline_modulation_median_gauss,visual_response_median_gauss_BC,memory_response_gauss_mean_BC,memory_response_gauss_max_BC,memory_response_gauss_median_BC,baseline_presacc_gauss_mean,baseline_gauss_mean,baseline_presacc_gauss_mean_narrow,baseline_gauss_mean_narrow,visual_presacc_gauss_mean_narrow,visual_gauss_mean_narrow,baseline_presacc_gauss_max,baseline_gauss_max,memory_presacc_gauss_max,memory_gauss_max,visual_presacc_gauss_mean,visual_gauss_mean,baseline_presacc_gauss_median,baseline_gauss_median,memory_presacc_gauss_median,memory_gauss_median,visual_presacc_gauss_median,visual_gauss_median,baseline_narrow_gauss_mean,memory_narrow_gauss_mean,visual_narrow_gauss_mean,baseline_narrow_gauss_max,memory_narrow_gauss_max,visual_narrow_gauss_max,baseline_narrow_gauss_median,memory_narrow_gauss_median,visual_narrow_gauss_median,memory_gauss_mean_BC,memory_response_gauss_max_BC2,memory_response_gauss_median_BC_narrow,visual_response_gauss_mean_narrow_BC,visual_response_gauss_max_narrow_BC,visual_vs_baseline_gauss_median_narrow,visual_response_mean3_BC,memory_1st_vs_4th_Q_max_ranksum,visual_1st_vs_4th_Q_max_ranksum,new_saccade_baseline_max_ranksum,visual_geomean,visual_geomean_BC,memory_median_latency,visual_median_latency,visual_vs_base_median_p,memory_latency_in_50ms_of_max,visual_latency_in_50ms_of_max,memory_latency_sliding_ranksum,visual_latency_sliding_ranksum,memory_latency_sliding_above_baseline,visual_latency_sliding_above_baseline,memory_latency2,visual_latency2,baseline_presacc_spike_median,baseline_spike_median,memory_presacc_spike_median,memory_spike_median,visual_presacc_spike_median,visual_spike_median,baseline_modulation_spike_median,memory_response_spike_median_BC,visual_response_spike_median_BC,visual_response_spike_median ,memory_response_strength_vs_2D_baseline,memory_response_2D_mean_BC,memory_response_2D_median_BC,early_baseline_mean,early_baseline_max,early_baseline_median,last_memory_mean,last_few_memory_mean,last_memory_max,last_few_memory_max,last_memory_median,last_few_memory_median,visual_modulation_max_perisaccadic,baseline_presacc_median_raw2,baseline_median_raw2,memory_presacc_median_raw2,memory_median_raw2,visual_presacc_median_raw2,visual_median_raw2,baseline_modulation_mean,baseline_modulation_median_ranksum,baseline_presacc_narrowwindow_median,baseline_narrowwindow_median,baseline_presacc_narrowwindow_mean,baseline_narrowwindow_mean,baseline_presacc_narrowwindow_max,baseline_narrowwindow_max,visual_median_narrow,visual_presacc_mean_narrow,visual_mean_narrow,visual_presacc_narrowwindow_max,visual_narrowwindow_max,memory_narrowwindow_median,memory_presacc_narrowwindow_mean,memory_narrowwindow_mean,memory_presacc_narrowwindow_max_narrow,memory_narrowwindow_max,baseline_modulation_perisacc_median_narrow_window,baseline_modulation_perisacc_mean_narrow_window,baseline_modulation_max_perisacc_narrow,visual_modulation_median,visual_modulation_mean_narrow,visual_modulation_perisacc_max,visual_median_BC,visual_response_mean5_BC,visual_response_peak_BC,memory_vs_base_median_p,memory_response_spike_mean_narrow_BC,memory_response_peak_BC,baseline_median_perisaccadic_modulation,baseline_mean_perisaccadic_modulation,baseline__modulation_perisacc_max,visual_median_perisaccadic_modulation2,visual_mean_perisaccadic_modulation,baseline_pre_vs_eyepos_median,baseline_pre_vs_eyepos_mean,baseline_pre_vs_eyepos_max,baseline_modulation_max,mem_vs_vis_indices,memory_pre_vs_post_sacc,baseline_VS_memory_mean_Indices,pre_vs_post_baseline_mean_indices,subject
6.86E-16,1,11.532,8.0536,10.281,1.0327,1.1984,0.001,21.944,15.152,11.364,3.443,10.28,1.1974,1,1,4.9505,4.9505,3,22.727,0.25275,0.98036,5.3443,3.3365,7.0741,340,364,1,1500,0.052197,0.041915,62.5,76.389,55.556,52.083,30.651,70.881,11.757,10.52,6.1537,6.5663,3.0917,9.2561,0.090782,0.97762,28.409,19.886,125,125,62.5,62.5,34.483,51.724,0.16952,8.13E-05,0.080195,-1.336,-4.3927,2.0069,0,1,0,2.1442,55.556,55.556,0,0,0,0,0,0,0,0,1,1,0,1.5026,1,1,0.28205,0.25828,0.96414,0.97924,0.80209,11.59,8.2762,6.001,4.3389,3.167,3.9468,44.847,41.709,37.491,22.742,21.862,25.742,5.3632,2.4962,0.1498,0.8703,0.19811,0.20921,7.2943,3.3037,4.7815,30.338,17.131,19.117,4.0594,1.1403,2.0946,0.9599,0.96011,0.92295,0.31057,0.20867,0.46696,0.91111,1,1,3456,0,1,-124,364,1,3333,4445,3452,139,140,-34,340,364,0.5,3,0,2,0,1,0.011905,0.97576,0.0024411,1.47E-10,0.047656,0.052121,1,13.751,88.889,0,0,3.9604,0,33.333,0,0,1.80E-05,11.364,5.6818,5.6818,2.8409,3.1348,4.7022,0.71189,1,6.9444,6.9444,12.8,15.795,48.611,76.389,3.8314,3.2304,15.889,17.241,70.881,0,4.2892,11.642,24.306,48.611,1,0.2763,0.22657,0.08043,3.50E-08,5.15E-08,0.70749,0.68627,0.72072,0.93353,0.90686,0.98401,1,0.15058,1,1,5.60E-06,1,0.1526,1,0.56923,0.15287,-0.032258,-0.18919,0.1,1
1.37E-15,1,10.295,7.6952,3.9072,0.30177,3.8827,0.001,4.1322,4.1322,25.974,7.9664,2.5274,3.8817,1,1,14.851,4.9505,3,34.091,0.99291,0.13024,8.6794,0.22502,7.1117,144,232,1,1500,6.30E-06,0.25389,55.556,62.5,63.492,83.333,5.0505,17.677,10.107,13.339,9.1152,13.398,0.27503,1.6002,0.99999,0.93554,34.091,19.481,125,62.5,71.429,71.429,22.727,45.455,1.45E-05,0.071684,0.9882,4.3451,-1.6066,1.5184,1,0,0,-1.0077,55.556,55.556,0,0,6.9444,0,0,0,0,0,1,1,0,-0.66144,1,0.95851,0.16348,1,0.97452,0.80265,0.97574,10.175,14.337,9.1198,7.3788,0.29357,0.065568,39.405,45.259,45.828,36.208,3.319,1.5147,5.2657,8.2141,3.7336,2.7262,0,0,17.299,9.9194,0,43.231,31.465,0,13.562,5.7124,0,0.9635,0.86156,0.97875,0.85209,0.85209,1,0.99692,1,1,3456,0,1,144,232,1,3333,4445,-102,3452,43,161,144,232,0,2,0,2,0,1,0.011905,0.5,0.065851,2.70E-06,0.26048,0.14724,1,15.402,77.778,0,0,6.9307,0,66.667,0,0,0.059413,5.6818,5.6818,6.4935,6.4935,0,0,0.25221,1,6.9444,0,12.8,17.157,41.667,62.5,0,0,2.6738,0,15.152,3.9683,9.2593,19.141,47.619,83.333,1,0.285,0.38881,1,0.010066,0.010066,1,0.99989,0.99927,0.25417,0.55518,0.13024,1,0.62595,0.97762,1,0.054068,1,0.029681,0.15369,0.97762,-0.65,0.13514,0.14286,0.058824,1
2.25E-16,1,7.032,6.3346,11.81,2.1615,1.2663,0.001,12.539,11.494,10.695,2.7623,11.578,1.2663,1,1,4.9505,4.9505,3,22.727,0.93224,0.98403,6.6713,0.72938,4.1014,-124,152,1,1500,0.77997,0.029541,69.444,76.389,45.752,49.02,13.41,45.977,7.1507,8.0446,6.7948,5.7918,0.94837,5.7092,0.82619,0.86232,22.727,16.043,62.5,125,58.824,58.824,17.241,34.483,0.96543,0.0015822,0.15812,0.93923,-3.776,1.0908,0,1,0,-0.44191,55.556,55.556,0,0,0,0,0,0,0,0,1,1,0,1.5435,1,1,1,1,0.48799,0.47447,0.27417,7.2433,4.5016,6.7413,4.2506,0.93063,1.0835,47.913,25.739,31.237,26.491,9.4543,10.264,1.0393,0,2.0541,0.10311,0,0,4.5233,5.8099,1.3923,21.389,22.833,6.019,0.43821,2.4596,0.24177,0.4759,0.51243,0.36956,0.31073,0.34628,0.31023,0.7762,1,1,3456,0,1,-124,392,1,3333,4445,3452,-2,6125,93,-124,152,0,3,0,2,0,2,0.0047619,0.92857,0.000258,4.15E-09,0.039996,0.30552,1,8.9109,88.889,0,4.9505,5.9406,55.556,44.444,0,0,0.00016768,5.6818,0,5.3476,2.6738,0,1.5674,0.3641,1,0,6.9444,5.5828,14.978,34.722,76.389,3.8314,1.0518,10.48,7.6628,44.061,0,7.5612,9.868,35.948,49.02,1,0.0082362,0.021756,0.08043,3.22E-05,6.44E-05,0.70749,0.95359,0.97389,0.93864,0.93485,0.98403,1,0.27863,0.051282,1,7.97E-05,1,0.65657,1,1,-0.032028,0.034483,-0.21824,0.047619,1
0.001,1,23.909,8.4396,9.7275,2.6835,1.3285,0.001,37.618,32.132,29.412,15.308,9.7275,1.3275,1,0,9.901,14.851,3,39.773,0.31279,0.7089,20.226,6.7196,17.911,448,116,1,1500,0.59318,0.60297,111.11,125,98.039,114.38,57.471,122.61,23.515,23.721,20.028,20.093,6.8852,22.723,0.32406,0.75804,39.773,34.759,187.5,125,117.65,88.235,34.483,86.207,0.51063,1.11E-06,0.44808,-0.45637,-4.771,0.70001,0,1,0,0.67162,111.11,111.11,0,0,13.889,6.9444,6.5359,3.268,0,5.7471,0.61938,0.73217,0,-0.46828,1,0.86214,0.42191,0.090532,0.73922,0.76017,0.51175,23.669,17.031,19.974,15.423,7.0155,11.47,72.698,56.586,67.896,57.341,41.039,51.573,19.665,9.699,15.068,9.6473,1.7062,5.2055,17.366,12.232,12.503,47.756,37.549,43.071,13.9,7.4253,7.78,0.93882,0.9259,0.89884,0.022166,0.0065766,0.11062,0.57336,1,1,3456,0,1,-124,116,0.58149,3333,4445,-47,36,178,152,448,116,2,5,2,5,0,4,0.0021645,0.63203,0.0010189,2.06E-10,0.62735,0.52109,0.62024,26.403,133.33,11.111,24.752,12.871,222.22,88.889,0,0,1.95E-05,28.409,17.045,18.717,13.369,6.2696,17.241,1,1,6.9444,13.889,22.195,31.59,104.17,125,15.326,7.475,31.816,38.314,120.69,19.608,19.864,29.155,81.699,114.38,1,0.2648,0.46713,0.0013196,6.20E-08,1.77E-07,0.45229,0.70417,0.65031,0.31979,0.5814,0.7089,0.46667,0.31391,0.73271,0.040667,9.17E-07,1,0.93629,1,0.73271,0.034712,0.076923,-0.044369,0.058824,1
0.001,0,0.001,0.001,9.9994,2.9658,11.701,2.8557,25.758,23.485,12.238,3.3923,9.9994,9.4821,1,1,9.901,0,3,19.481,3.03E-05,0.35123,0.53659,3.0903,2.8382,246,144,36,-101,0.043015,0.72197,0,55.556,6.4103,59.829,27.778,83.333,0,6.3649,0.44428,7.6796,2.8603,15.292,0.00049887,0.49015,0,1.7483,0,71.429,19.231,38.462,33.333,66.667,0.0020688,1.52E-07,0.62325,-3.2912,-5.3091,-0.024701,1,1,0,-3.7335,55.556,0,0,0,0,0,0,2.1368,0,3.7037,-0.44475,0.32825,1,-0.44475,1,0.26,1,0.012363,0.20057,0.16234,1,0,0.70911,0.4604,1.5477,2.9435,7.0027,0,5.6992,4.5681,13.021,19.599,33.54,0,0,0,0,0.79937,2.7636,0.89922,0.43619,5.6882,5.6992,4.3612,21.074,0,0,2.391,0.63664,0.63664,1,0.028431,0.025159,0.041413,5.89E-05,4.73E-06,1,3456,0,1,246,144,0.26,3333,4445,154,-44,224,-24,246,144,0,1,0,1,0,2,0.010101,0.22731,5.03E-05,4.19E-10,0.70247,0.98029,0.6565,5.9406,55.556,0,31.353,15.182,111.11,88.889,55.556,11.111,2.74E-06,0,0,0,3.4965,3.0303,9.0909,0.00058275,1,0,0,0,12.605,0,55.556,11.111,2.1786,21.097,12.963,83.333,2.1368,0.50277,12.15,4.2735,59.829,1,0.00058275,0.00058275,0.0054458,4.03E-09,4.58E-09,0.10662,0.064429,0.033699,0.32825,0.66868,0.35123,1,0.46154,0.46154,0.080371,5.51E-08,1,0.46154,0.46154,0.00058275,0.16418,0.80645,0.037037,1,1
6.38E-16,1,23.264,6.5681,2.29,0.001,2.7738,0.001,25.758,21.212,38.462,18.177,2.29,2.7728,1,1,25.853,20.352,3,45.455,0.013883,0.1169,23.42,15.962,18.617,-78,248,1,1500,0.0293,0.23148,72.65,102.56,85.47,115.38,74.074,96.296,24.287,22.256,23.504,28.243,15.805,18.317,0.99997,0.022089,38.462,34.965,76.923,115.38,76.923,76.923,66.667,66.667,1.12E-05,0.16746,0.025459,4.0451,-1.1235,-2.0124,1,0,1,-1.3419,111.11,111.11,0,0,12.821,0,6.4103,19.231,0,0,-2.3671,0.008965,0,0.017246,0.12097,0.9968,0.0053371,0.99314,0.0016703,0.028875,0.0037736,23.976,12.99,23.582,23.653,15.722,10.57,51.224,46.574,58.997,58.537,51.562,42.834,24.748,8.9346,21.97,20.056,9.7024,5.3657,12.87,25.001,11.206,33.874,54.725,34.32,10.156,21.765,7.7732,0.0058999,0.0031384,0.014984,0.97285,0.95335,0.97145,0.99455,1,1,3456,0,1,-124,-124,1,3333,4445,-28,184,144,363,144,248,2,5.25,2,6,0,4,2.72E-05,0.17204,1.40E-05,3.00E-08,0.2338,0.044178,0.01793,22.332,111.11,0,14.851,28.383,55.556,111.11,0,11.111,0.0060309,24.476,20.979,22.727,17.483,15.152,12.121,0.4868,0.078495,12.821,29.915,22.205,28.155,72.65,102.56,9.2593,16.921,22.585,64.815,96.296,29.915,24.217,34.858,79.06,113.25,0.12097,0.092063,0.018522,0.50457,0.014082,0.00021716,0.99351,0.94906,0.73785,0.50688,0.12523,0.17177,0.078495,3.13E-05,0.68901,1,0.13061,0.078495,0.0058028,0.68901,0.018522,-0.090175,0.14894,0.058824,0.17073,1
0.001,0,0.001,0.001,9.3986,0.48342,0.001,0.001,9.5137,8.809,0.001,1,3.1105,0.001,1,0,0,0,3,0.001,0.28178,1,0.45005,0.11513,1,-124,-54,1,-12,0.54964,1,0,0,5.0505,0,1.292,14.212,0,0,0.45005,0,0.11513,2.1874,0.24535,1,0,4.1322,0,0,45.455,0,11.628,23.256,0.52064,0.22692,1,-0.68918,-0.59774,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0.14017,0.43338,0,0.11482,1.5021,0,3.6211,3.6087,0,0.92315,7.6881,0,0,0,0,0,0,0,0,1.7572,0,0,7.6881,0,0,0,1,1,1,0.16435,0.16435,1,0.28178,2.74E-08,1,3456,0,1,-124,-54,1,3333,4445,3452,3452,6125,212,-124,-54,0,0,0,0,0,1.5,1,1,0.0010823,1.06E-10,1,1,1,0,0,0,0,0,0,0,0,0,0.27501,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.292,0,3.3186,0,12.92,0,0.89127,0,5.0505,0,1,1,1,0.16435,0.079867,0.079867,0.35293,0.28178,0.28178,1,1,1,1,1,1,1,0.27501,1,1,1,1,1,-1,NaN,NaN,1
2.96E-16,1,1.0001,2.9466,8.6949,1.2385,2.2727,0.11288,9.0909,7.5758,2.2727,0.11288,7.0181,0,1,0,4.9505,0,3,5.0505,0.013615,0.98783,0.001,0.39604,0.55188,462,356,1,1500,0.0013175,0.023385,12.346,30.864,0,8.3333,5.5556,44.444,0.48894,3.3003,0,0.9901,0.40704,5.5886,0.00067804,0.98498,10.101,0,55.556,55.556,0,0,10,20,0.0072753,2.65E-06,0.056604,-3.2038,-5.2568,2.1696,1,1,0,-0.35387,55.556,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.99673,0.99678,1,0.54859,1.5713,0,0,0.42567,1.0957,8.6482,13.298,0,0,4.0405,8.4093,0,0,0,0,0,0,0.16221,0,0.51177,2.5085,0,3.1078,0,0,0.070113,0.98607,0.98607,1,0.18208,0.18545,0.67267,0.003311,1,1,3456,0,1,462,356,1,3333,4445,281,57,208,102,462,356,0,1.5,0,1.5,0,2,0.0004995,0.4359,1.08E-05,4.20E-16,0.02846,0.034914,1,2.9703,33.333,0,0,0,0,0,0,0,1.39E-07,0,0,0,0,0,0.90909,0.029412,1,0,0,0.96829,4.3573,12.346,18.519,1.1111,0.58824,9.0414,3.3333,41.111,0,0,1.9608,0,8.3333,1,0.20588,0.57647,0.16354,3.02E-08,3.36E-08,0.35304,0.109,0.078462,1,0.87176,0.87317,1,1,1,1,7.33E-08,1,0.13529,0.29412,0.13122,0.68421,1,-0.5748,0.42857,1
0.001,0,0.001,0.001,2.1734,0.077237,0.001,0.001,2.2173,2.0325,0.001,1,0.47227,0.001,1,0,4.9505,0,3,0.001,0.26127,1,0.30003,0.043907,1,-124,24,1,140,0.45076,0.23369,0,9.2593,0,0,0,8.1301,0,0.82508,0,0,0,0.77813,0.2126,1,0,5.0505,0,83.333,0,0,0,12.195,0.43423,0.093628,0.23369,-0.79745,-1.7392,1,0,0,0,1,55.556,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0.8273,0.11559,0,0.011528,0.43421,0,6.649,2.9565,0,0.36519,4.3826,0,0,0,0,0,0,1.6365,0,0.0035264,6.649,0,0.086523,0.22638,0,0,1,1,1,0.51384,0.51384,1,0.26127,1,1,3456,0,1,-124,24,1,3333,4445,3452,384,6125,238,-124,24,0,0,0,0,0,1,1,1,0.057692,2.83E-06,0.8,0.8,1,0,0,0,0,0,0,0,0,0,0.040998,0,0,0,0,0,0,1,1,0,0,0,1.634,0,9.2593,0,0,0.7705,0,4.065,0,0,0,0,0,1,1,1,1,0.079927,0.079927,1,0.85387,0.86236,1,1,1,1,1,1,1,0.040998,1,1,1,1,1,NaN,-1,1,1
0.001,0,0.001,0.001,5.1948,0.47304,3.7879,0.13797,5.1948,4.9784,3.7879,0.13797,0,0,0,0,0,0,3,6.4935,0.22485,0.87719,0.001,0.001,0.23652,-90,182,-84,-101,0.67816,0.70323,0,7.9365,0,4.6296,0,9.5238,0,0.70721,0,0.41254,0,0.86437,0.48994,0.87719,0,0,0,0,0,41.667,0,28.571,0.67455,0.15837,0.70323,-0.025216,-1.7406,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0.63158,0.87719,1,0,0.6815,0,0.41365,0,0.44311,0,5.6992,0,3.3245,0,5.3086,0,0,0,0,0,0,0,0.8232,0.28224,0,3.3245,1.1398,0,0.14607,0.050081,0.63158,0.63158,0.63158,0.16567,0.16567,0.16567,0.22485,1,1,3456,0,1,-90,182,1,3333,4445,3452,3452,6125,-84,-90,182,0,0,0,0,0,1,1,1,0.020979,6.33E-07,1,1,1,0,0,0,0,0.9901,0,11.111,0,0,0.040877,0,0,0,0,0,0,1,1,0,0,0,1.4006,0,7.9365,0,0,1.6807,0,9.5238,0,0,0.81699,0,4.6296,1,1,1,1,0.040877,0.040877,1,0.67871,0.67871,1,0.87719,0.87719,1,1,1,1,0.040877,1,1,1,1,0.34579,1,-0.26316,1,1
4.33E-16,1,1.8752,2.3118,9.9962,1.3127,5.5759,0.63253,20.979,16.026,11.962,2.6379,9.9962,5.5759,1,1,24.752,0,3,15.152,0.0093903,0.37282,1.4449,0.64045,2.1824,-6,436,152,316,0.37111,0.77145,23.148,50.926,14.62,58.48,8.547,79.06,2.4294,6.6007,1.5633,7.556,0.23272,10.641,0.20286,0.36589,7.5758,4.7847,41.667,83.333,26.316,52.632,0,57.692,0.38424,0.0001311,0.78563,-0.83144,-4.7196,-0.34276,0,1,0,-1.6482,222.22,0,0,0,0,0,0,0,0,0,1,1,0,-1.3852,1,1,0.35932,1,0.69363,0.67606,1,2.3543,3.3052,1.5319,2.4607,0.30846,1.7434,15.534,21.248,11.062,17.554,5.9669,16.436,0.29562,0,0,0,0,0,2.0116,0.44136,0.72354,9.0033,5.2917,5.7511,2.0037,0,0.067417,0.80054,0.80054,0.90734,0.32736,0.34038,0.16814,0.0093644,1,1,3456,0,1,-6,436,1,3333,4445,3452,96,277,100,277,436,0,3.5,0,2,0,2,0.0087912,0.4303,0.00011061,7.97E-08,0.74565,0.73178,1,6.9307,44.444,0,0,2.9703,0,22.222,0,0,8.09E-06,0,0,0,2.3923,0,1.7483,0.25799,1,0,0,0.81699,10.712,4.6296,46.296,8.547,0.46087,18.309,8.547,76.923,8.7719,2.58,13.76,11.696,55.556,1,0.052861,0.057308,0.020589,1.45E-06,8.75E-06,0.082587,0.1049,0.081125,0.082991,0.3387,0.32971,1,0.97255,1,1,1.18E-06,1,0.42481,0.42359,0.32841,0.14963,0.6,0.069042,0.375,1
0.001,1,0.41254,1.1859,5.2511,0.622,6.0606,0.77263,7.0707,5.8923,6.0606,0.77263,5.2501,0,1,0,0,0,3,7.5758,0.0010137,0.72781,0.001,1.0001,1.2417,356,384,844,-101,0.033299,0.46301,4.6296,27.778,0,18.519,11.111,43.21,0.41254,2.8878,0,1.6502,1.0512,5.1461,0.0125,0.77187,3.7879,0,41.667,41.667,0,0,22.222,22.222,0.025598,3.79E-05,0.32307,-2.2414,-4.356,0.745,1,1,0,-1.4898,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.35932,1,0.97518,0.96568,0.88348,0.41145,2.8827,0,0.33304,1.0414,1.4607,3.3079,16.623,0,2.8961,7.9252,10.401,0,0.29562,0,0,0,0,1.842,0.0018958,2.4085,11.722,0.069473,7.8373,0.14607,0,1.0608,0.98963,0.98964,0.88348,0.14695,0.1674,0.07172,0.00098154,1,1,3456,0,1,356,-124,1,3333,4445,3452,-95,6125,190,356,384,0,1,0,1,0,1,0.0021008,0.79762,1.20E-06,4.31E-14,0.58336,0.49164,1,2.9703,33.333,0,0,1.9802,0,22.222,0,0,1.17E-05,0,0,0,0,1.0101,1.0101,0.061879,1,0,0,0.81699,4.902,4.6296,23.148,0,0.87146,8.9083,4.9383,43.21,0,0,3.268,0,18.519,1,0.13175,0.14164,1,4.56E-08,5.14E-08,1,0.078439,0.057427,1,0.62697,0.57052,1,0.13242,0.15125,1,6.62E-06,1,1,1,0.066457,0.4,1,-0.2,0.71429,1
0.001,1,2.4752,4.8931,9.6431,1.8982,7.7929,0.22007,12.238,11.655,9.5694,1.0298,9.6431,7.7929,1,1,0,4.9505,3,7.5758,0.012004,0.29768,0.78166,0.90009,0.68985,474,424,1,1500,0.14632,0.46337,27.778,27.778,8.7719,38.012,10.684,57.692,3.0253,2.4752,0.78166,3.6477,0.95202,7.8489,0.017145,0.25483,18.939,2.3923,41.667,41.667,26.316,26.316,19.231,38.462,0.028525,2.53E-05,0.37415,-2.1166,-4.435,-0.65938,1,1,0,-1.1299,0,55.556,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.020681,0.50992,0.5498,1,2.8994,1.6546,0.74937,1.5686,0.92224,2.6482,19.57,13.298,6.2781,12.598,7.649,16.408,0,0,0,0,0,0.29417,3.049,2.5156,1.6774,13.298,11.645,8.3515,0.183,0.27676,0.22097,0.51948,0.58852,0.5,0.012407,0.013293,0.040605,0.0057392,1,1,3456,0,1,474,424,1,3333,4445,-73,51,-107,127,474,424,0,1,0,1,0,2,8.08E-05,0.36364,2.29E-06,1.23E-09,0.59535,0.50965,1,2.9703,33.333,0,9.901,6.9307,55.556,66.667,0,0,1.18E-05,0,0,0,0,0,3.4965,0.57094,1,0,0,0.81699,4.902,4.6296,27.778,2.1368,0.37707,11.103,2.1368,53.419,0,1.032,6.7079,5.848,38.012,1,0.030654,0.030654,0.16814,8.81E-08,8.03E-08,0.26672,0.019719,0.028125,1,0.29768,0.29768,1,0.34205,0.33912,1,4.60E-06,1,1,0.91636,0.57094,0.20564,0.625,0.15556,0,1
2.96E-16,1,0.49505,1.4231,10.072,1.4302,2.5253,0.091979,13.986,13.112,2.5253,0.091979,10.072,0,1,0,0,0,3,4.5455,0.0055105,0.48216,0.001,0.64045,0.16556,244,452,1,165,0.0011551,0.93072,5.5556,5.5556,0,6.1728,8.547,44.872,0.49505,0.49505,0,0.55006,0.57121,5.9237,0.00065769,0.48216,4.5455,0,50,50,0,27.778,19.231,57.692,0.0012903,0.00019858,0.93072,-3.2126,-3.8061,-0.044721,1,1,0,-0.044721,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.16814,0.61303,0.61303,1,0.49668,0.50662,0.0014263,0.29176,0.5258,0.76625,4.1253,4.5195,0.075461,2.8993,5.1569,4.6706,0,0,0,0,0,0.030444,0.10338,0.50079,0.50797,1.7137,2.2163,2.9974,0,0,0.067417,0.66617,0.66617,1,0.17092,0.17092,0.16814,0.0050197,1,1,3456,0,1,244,452,1,3333,4445,-125,184,6125,205,244,452,0,1,0,0.5,0,1,0.090909,1,0.00079782,3.88E-06,0.96433,0.96433,1,0,0,0,0,1.9802,0,22.222,0,0,0.00014617,0,0,0,0,0,1.7483,1,1,0,0,0.98039,0.98039,5.5556,5.5556,0,0.75415,10.265,6.4103,44.872,0,0,1.0893,0,6.1728,1,1,1,1,2.70E-05,4.53E-05,1,0.0052611,0.0055105,1,0.48216,0.48216,1,1,1,1,7.06E-05,1,0.36812,0.36812,1,0.75814,1,0.052632,0,1
2.42E-17,1,1.2376,2.2796,7.6068,1.364,8.5227,0.93129,9.8814,8.7286,8.5227,0.93129,7.6058,0,1,0,0,14.851,3,11.364,0.017501,0.643,0.001,0.95879,1.2041,472,392,1048,1020,0.15613,0.73899,9.2593,32.407,0,27.778,12.077,54.348,1.2376,4.6296,0,3.3691,0.90879,7.9519,0.22783,0.63925,7.5758,0,41.667,41.667,0,31.25,10.87,21.739,0.16229,0.00033063,0.57585,-0.74601,-3.4645,0.35645,0,1,0,-1.4051,0,111.11,0,0,0,0,0,0,0,0,1,1,0,1.2269,0.35932,1,1,0.041068,0.87791,0.92652,0.89006,1.202,3.5182,0.0065725,1.3445,0.94249,3.2376,6.6325,25.341,0.2749,9.9736,9.6242,17.548,0.049604,0.065962,0,0,0,0.40872,4.841,1.3434,4.5961,11.029,6.7974,13.147,4.5246,0.049472,2.5651,0.48614,0.51388,0.62241,0.34233,0.3376,0.10749,0.022529,1,1.07E-11,3456,0,1,472,438,1,3333,4445,3452,-78,127,26,472,392,0,1,0,1,0,1,0.0021978,0.35714,1.11E-05,1.09E-12,0.75342,0.75996,1,2.8603,22.222,0,4.9505,2.8603,55.556,22.222,0,0,0.00039552,0,0,0,0,0.98814,1.9763,0.11248,1,0,4.6296,1.7248,8.1699,9.2593,32.407,6.0386,1.2077,14.043,8.4541,54.348,0,0,5.5147,0,24.306,0.35932,0.089898,0.086282,0.011395,2.38E-05,3.66E-05,0.40652,0.346,0.31526,0.89006,0.70937,0.746,1,0.15743,0.086282,1,0.00026562,1,0.44703,0.37643,0.086282,0.32353,1,-0.076923,0.55556,1
